# Version = 1.0.1, Revision date = 13-Dec-2019
# Energies of bodies read from file SunEarthMars.txt, at each time step.
# Time_step	Potential_energy	Kinetic_energy	Total_energy
10623	-11331572161728642037073254669090816.000000	2833940994112416292634888023048192.000000	-8497631167616225167977614342619136.000000
10624	-11331564561221092223826907604451328.000000	2833937193859084107869483519967232.000000	-8497627367362008692418176387907584.000000
10625	-11331556959250030770161656629559296.000000	2833933392873997255816131668606976.000000	-8497623566376032937884772657528832.000000
10626	-11331549355819020203526736901570560.000000	2833929591158935270817193137274880.000000	-8497619764660084932709543764295680.000000
10627	-11331541750931616133842355936559104.000000	2833925788715677687215028594278400.000000	-8497615962215937870166575038857216.000000
10628	-11331534144591378782714739677986816.000000	2833921985546004615812751011348480.000000	-8497612159045374166901988666638336.000000
10629	-11331526536801875289279141710397440.000000	2833918181651695014491968753369088.000000	-8497608355150180851247925260451840.000000
10630	-11331518927566658957612760336171008.000000	2833914377034530146977299398918144.000000	-8497604550532128810635460937252864.000000
10631	-11331511316889287703478812285075456.000000	2833910571696290700532608223150080.000000	-8497600745192997002946204061925376.000000
10632	-11331503704773333277698569569042432.000000	2833906765638758515343265108066304.000000	-8497596939134574762355304460976128.000000
10633	-11331496091222358207721267345227776.000000	2833902958863714278673135328821248.000000	-8497593132358644505508884319830016.000000
10634	-11331488476239915797624103916011520.000000	2833899151372938677786084160569344.000000	-8497589324866977119838019755442176.000000
10635	-11331480859829580104071360507019264.000000	2833895343168214705788986092158976.000000	-8497585516661365398282374414860288.000000
10636	-11331473241994906736983244634324992.000000	2833891534251324202867211005591552.000000	-8497581707743582534116033628733440.000000
10637	-11331465622739469753024037523554304.000000	2833887724624050162127633389715456.000000	-8497577898115420167357156437262336.000000
10638	-11331458002066829373799965118169088.000000	2833883914288175000216375429955584.000000	-8497574087778653797122837384790016.000000
10639	-11331450379980552738446281002713088.000000	2833880103245481710240311615160320.000000	-8497570276735070451745217084129280.000000
10640	-11331442756484211597784257189117952.000000	2833876291497753861767068737601536.000000	-8497566464986457159556436148092928.000000
10641	-11331435131581363867577110407151616.000000	2833872479046776177285778196398080.000000	-8497562652534587113830579907330048.000000
10642	-11331427505275581298646112668745728.000000	2833868665894331649903314480398336.000000	-8497558839381249648742798188347392.000000
10643	-11331419877570437947655545199525888.000000	2833864852042205002108808988721152.000000	-8497555025528232945546736210804736.000000
10644	-11331412248469498647897652370341888.000000	2833861037492179803469888513638400.000000	-8497551210977318267967011553280000.000000
10645	-11331404617976330538507687765737472.000000	2833857222246043082318693667962880.000000	-8497547395730286879728241794351104.000000
10646	-11331396986094514593678960252420096.000000	2833853406305579561144355850813440.000000	-8497543579788935032534604401606656.000000
10647	-11331389352827611035017695773851648.000000	2833849589672573385975254157885440.000000	-8497539763155037072581689312542720.000000
10648	-11331381718179193919188175555657728.000000	2833845772348812161604281505415168.000000	-8497535945830381181123141746819072.000000
10649	-11331374082152841914540699250851840.000000	2833841954336080610520569292521472.000000	-8497532127816761304020129958330368.000000
10650	-11331366444752115242681492802895872.000000	2833838135636165184595505828593664.000000	-8497528309115949481625234670878720.000000
10651	-11331358805980601795332892719579136.000000	2833834316250852912161231726444544.000000	-8497524489729748883171660993134592.000000
10652	-11331351165841866405787143371751424.000000	2833830496181931974471392205733888.000000	-8497520669659935007776503469441024.000000
10653	-11331343524339487742394544412426240.000000	2833826675431188246936623272427520.000000	-8497516848908299495457921139998720.000000
10654	-11331335881477039861819377067229184.000000	2833822854000409334349817842761728.000000	-8497513027476630527469559224467456.000000
10655	-11331328237258094514882913348091904.000000	2833819031891383417964621136396288.000000	-8497509205366710520457539908272128.000000
10656	-11331320591686230369935452908027904.000000	2833815209105898679034678372990976.000000	-8497505382580331114440022231613440.000000
10657	-11331312944765026095327295400050688.000000	2833811385645743298813634772205568.000000	-8497501559119282796513660627845120.000000
10658	-11331305296498060359408740477173760.000000	2833807561512707187937392463970304.000000	-8497497734985352595010595709779968.000000
10659	-11331297646888909524687078578716672.000000	2833803736708577951198844364521472.000000	-8497493910180332149948986517618688.000000
10660	-11331289995941152259512609357692928.000000	2833799911235144922773140300365824.000000	-8497490084706007336739469057327104.000000
10661	-11331282343658360314706604826034176.000000	2833796085094198589756934704857088.000000	-8497486258564161724949670121177088.000000
10662	-11331274690044123887834410705223680.000000	2833792258287527133403872797655040.000000	-8497482431756597330891290210992128.000000
10663	-11331267035102023953089335861968896.000000	2833788430816922770192865922383872.000000	-8497478604285101182896469939585024.000000
10664	-11331259378835634567135661521895424.000000	2833784602684174834299063905550336.000000	-8497474776151459156375845312921600.000000
10665	-11331251721248543621695724192792576.000000	2833780773891073812819121180508160.000000	-8497470947357469808876603012284416.000000
10666	-11331244062344325173433805100285952.000000	2833776944439411922231949090881536.000000	-8497467117904913251201856009404416.000000
10667	-11331236402126562502386222324776960.000000	2833773114330979073173449766600704.000000	-8497463287795583429212772558176256.000000
10668	-11331228740598843500275312374054912.000000	2833769283567566905661782247866368.000000	-8497459457031276594613530126188544.000000
10669	-11331221077764751447137393328521216.000000	2833765452150967636175857878302720.000000	-8497455625613783234500783146795008.000000
10670	-11331213413627869623008783268577280.000000	2833761620082974057655340304957440.000000	-8497451793544896141814195267043328.000000
10671	-11331205748191781307925800274624512.000000	2833757787365377810118388568031232.000000	-8497447960826403497807411706593280.000000
10672	-11331198081460072087767771640758272.000000	2833753953999970533583161707724800.000000	-8497444127460101554184609933033472.000000
10673	-11331190413436329854257033874767872.000000	2833750119988546173910827977932800.000000	-8497440293447784256806958200258560.000000
10674	-11331182744124140193272914270748672.000000	2833746285332898676962555632549888.000000	-8497436458791240939849606334775296.000000
10675	-11331175073527086384851730909102080.000000	2833742450034819682756503711776768.000000	-8497432623492266702095227197325312.000000
10676	-11331167401648760932401838725005312.000000	2833738614096103137153840469508096.000000	-8497428787552657795247998255497216.000000
10677	-11331159728492742504273537371471872.000000	2833734777518544715397991069908992.000000	-8497424950974197788875546301562880.000000
10678	-11331152054062635133090227852148736.000000	2833730940303936633967866856603648.000000	-8497421113758697922661608692121600.000000
10679	-11331144378362012875516191392661504.000000	2833727102454075144567645297180672.000000	-8497417275907937154487793792057344.000000
10680	-11331136701394477458331819782963200.000000	2833723263970753616597742342111232.000000	-8497413437423724418194829744275456.000000
10681	-11331129023163607549887412676067328.000000	2833719424855767725301583155560448.000000	-8497409598307839824585829520506880.000000
10682	-11331121343673004876963361861926912.000000	2833715585110912569461840598269952.000000	-8497405758562092307501521263656960.000000
10683	-11331113662926248107909966993555456.000000	2833711744737983824321939834404864.000000	-8497401918188264283588027159150592.000000
10684	-11331105980926936663664610647212032.000000	2833707903738777165125306028130304.000000	-8497398077188158922078552315658240.000000
10685	-11331098297678665353478656971767808.000000	2833704062115089996497621253881856.000000	-8497394235563574780520283414462464.000000
10686	-11331090613185019763231433261318144.000000	2833700219868716264300053765554176.000000	-8497390393316303498931379495763968.000000
10687	-11331082927449599313860322092122112.000000	2833696377001453949619037941006336.000000	-8497386550448144787780531847692288.000000
10688	-11331075240475991897087659971969024.000000	2833692533515099880619503551250432.000000	-8497382706960891440007404117295104.000000
10689	-11331067552267796933850829477117952.000000	2833688689411450309005628063875072.000000	-8497378862856346624845201413242880.000000
10690	-11331059862828609233401194756440064.000000	2833684844692304368785350463586304.000000	-8497375018136305441076596596277248.000000
10691	-11331052172162016687461092317724672.000000	2833680999359457735202095914549248.000000	-8497371172802558375798244099751936.000000
10692	-11331044480271621022810913950924800.000000	2833677153414709542263803401469952.000000	-8497367326856912057007862852878336.000000
10693	-11331036787161021660388042232299520.000000	2833673306859857771056907302207488.000000	-8497363480301163889331134930092032.000000
10694	-11331029092833806491914813669638144.000000	2833669459696700402667841994620928.000000	-8497359633137106665707723978440704.000000
