# Version = 1.0.1, Revision date = 13-Dec-2019
# Energies of bodies read from file SunEarthMars.txt, at each time step.
# Time_step	Potential_energy	Kinetic_energy	Total_energy
10361	-11333502428712388539677173895659520.000000	2834906127491428328468626475581440.000000	-8498596301220960211208547420078080.000000
10362	-11333495331986300211468201095069696.000000	2834902579128801521948807753891840.000000	-8498592752857498689519393341177856.000000
10363	-11333488232891343267074696445689856.000000	2834899029581736948572209287266304.000000	-8498589203309606318502487158423552.000000
10364	-11333481131430842732115946094198784.000000	2834895478851902885755997183279104.000000	-8498585652578939846359948910919680.000000
10365	-11333474027608139773112300683132928.000000	2834891926940967034456585246081024.000000	-8498582100667172162194963133628416.000000
10366	-11333466921426566333212074000252928.000000	2834888373850595942708882672975872.000000	-8498578547575970390503191327277056.000000
10367	-11333459812889458967249598260707328.000000	2834884819582458464390807874961408.000000	-8498574993307000502858790385745920.000000
10368	-11333452702000158841745224107032576.000000	2834881264138225182762536173305856.000000	-8498571437861933082521935630303232.000000
10369	-11333445588762004817376292968071168.000000	2834877707519563222319729068736512.000000	-8498567881242441018595811595911168.000000
10370	-11333438473178331143134127845277696.000000	2834874149728144895704818792792064.000000	-8498564323450185670968556749062144.000000
10371	-11333431355252488208911116235964416.000000	2834870590765639056795723756470272.000000	-8498560764486849152115392479494144.000000
10372	-11333424234987814875384599568973824.000000	2834867030633717441774123887886336.000000	-8498557204354097433610475681087488.000000
10373	-11333417112387647697388910059454464.000000	2834863469334052939743203722002432.000000	-8498553643053594181184954034028544.000000
10374	-11333409987455339370659444418412544.000000	2834859906868316133963138580086784.000000	-8498550080587023813157058141749248.000000
10375	-11333402860194233367559562502078464.000000	2834856343238180489997865300525056.000000	-8498546516956053454022449504976896.000000
10376	-11333395730607677772138642594070528.000000	2834852778445318896950568418279424.000000	-8498542952162359451648826479214592.000000
10377	-11333388598699020668446062978007040.000000	2834849212491406549767441682006016.000000	-8498539386207613542217868992577536.000000
10378	-11333381464471603223002174296424448.000000	2834845645378115761090917323243520.000000	-8498535819093487461911256973180928.000000
10379	-11333374327928785049071400901410816.000000	2834842077107122878788693697495040.000000	-8498532250821662170282707203915776.000000
10380	-11333367189073907313174093435502592.000000	2834838507680103097806964553416704.000000	-8498528681393804791827881185509376.000000
10381	-11333360047910329628574676250787840.000000	2834834937098732189552675943088128.000000	-8498525110811597439022000307699712.000000
10382	-11333352904441402385165536844578816.000000	2834831365364687078354278525435904.000000	-8498521539076715306811258319142912.000000
10383	-11333345758670482890368090355269632.000000	2834827792479644112079470655963136.000000	-8498517966190838201827867395883008.000000
10384	-11333338610600921534074724280172544.000000	2834824218445280791517455297019904.000000	-8498514392155641319018021286576128.000000
10385	-11333331460236073317863844543987712.000000	2834820643263275770378940017803264.000000	-8498510816972797547484904526184448.000000
10386	-11333324307579297854999875498803200.000000	2834817066935307125913880084086784.000000	-8498507240643991305546747718139904.000000
10387	-11333317152633954758747241496707072.000000	2834813489463055241215239975337984.000000	-8498503663170900093992753824792576.000000
10388	-11333309995403401336527357676093440.000000	2834809910848198193532974957330432.000000	-8498500084555203719455135022186496.000000
10389	-11333302835890999507447657602744320.000000	2834806331092416365960049509531648.000000	-8498496504798583141487608093212672.000000
10390	-11333295674100111190615574842441728.000000	2834802750197390141589428111409152.000000	-8498492923902721625486899034456064.000000
10391	-11333288510034095999295533747273728.000000	2834799168164802209357084456124416.000000	-8498489341869293213477696987725824.000000
10392	-11333281343696322770123995524104192.000000	2834795584996332952355983023144960.000000	-8498485758699990394228764804382720.000000
10393	-11333274175090146504679366097633280.000000	2834792000693665635982849809055744.000000	-8498482174396480292235763985154048.000000
10394	-11333267004218936039598106674724864.000000	2834788415258481219791401596747776.000000	-8498478588960455396267457381400576.000000
10395	-11333259831086064823202696889630720.000000	2834784828692464698560621293076480.000000	-8498475002393600124642075596554240.000000
10396	-11333252655694897080443579521826816.000000	2834781240997299337687234894626816.000000	-8498471414697597742756344627200000.000000
10397	-11333245478048792424585178923401216.000000	2834777652174669555489473004830720.000000	-8498467825874122292634953615147008.000000
10398	-11333238298151133527322011583381504.000000	2834774062226259770285566227120128.000000	-8498464235924873180575693052837888.000000
10399	-11333231116005282307761511067549696.000000	2834770471153754976854497468350464.000000	-8498460644851527907367765902622720.000000
10400	-11333223931614614520069166223851520.000000	2834766878958841322896754242224128.000000	-8498457052655773197172411981627392.000000
10401	-11333216744982505918410465900232704.000000	2834763285643204956112824062443520.000000	-8498453459339300385836889534365696.000000
10402	-11333209556112318421892843662475264.000000	2834759691208533753585451352981504.000000	-8498449864903784668307392309493760.000000
10403	-11333202365007437008053825213300736.000000	2834756095656513286554371324116992.000000	-8498446269350924297960206192607232.000000
10404	-11333195171671237431058899400654848.000000	2834752498988833737945337613516800.000000	-8498442672682403693113561787138048.000000
10405	-11333187976107090833387536645095424.000000	2834748901207182408380342341730304.000000	-8498439074899908425007194303365120.000000
10406	-11333180778318377580891244221956096.000000	2834745302313246598481377629306880.000000	-8498435476005130982409866592649216.000000
10407	-11333173578308482651107547833958400.000000	2834741702308717644095701720760320.000000	-8498431875999765007011846113198080.000000
10408	-11333166376080767963143881046884352.000000	2834738101195285728149068253757440.000000	-8498428274885482234994812793126912.000000
10409	-11333159171638632329595824845619200.000000	2834734498974639880645726259118080.000000	-8498424672663992448950098586501120.000000
10410	-11333151964985456116314886505496576.000000	2834730895648471437432933981356032.000000	-8498421069336984678881952524140544.000000
10411	-11333144756124610465780536447074304.000000	2834727291218472310818701968408576.000000	-8498417464906137578501082175242240.000000
10412	-11333137545059489578902337227849728.000000	2834723685686333260189536161366016.000000	-8498413859373156318712801066483712.000000
10413	-11333130331793473821531796123156480.000000	2834720079053748503696456321859584.000000	-8498410252739725317835339801296896.000000
10414	-11333123116329948171206438835716096.000000	2834716471322408224265216087556096.000000	-8498406645007540523401975051583488.000000
10415	-11333115898672302217149809495638016.000000	2834712862494008369429092130357248.000000	-8498403036178293271259965061857280.000000
10416	-11333108678823920936899433805643776.000000	2834709252570240851496094998200320.000000	-8498399426253680661864091110866944.000000
10417	-11333101456788200837207883536924672.000000	2834705641552802194460253666410496.000000	-8498395815235398642747629870514176.000000
10418	-11333094232568522283926665964814336.000000	2834702029443385463551083289772032.000000	-8498392203125136243914830371618816.000000
10419	-11333087006168279477965343646810112.000000	2834698416243687759223365147033600.000000	-8498388589924591718741978499776512.000000
10420	-11333079777590862008547460713021440.000000	2834694801955402146706614392979456.000000	-8498384975635459861840846320041984.000000
10421	-11333072546839666382425588934639616.000000	2834691186580228032298621520052224.000000	-8498381360259438926587719718010880.000000
10422	-11333065313918086800509290869161984.000000	2834687570119860787071910896730112.000000	-8498377743798226013437379972431872.000000
10423	-11333058078829512852022110646697984.000000	2834683952575997511481263801761792.000000	-8498374126253515917001599148359680.000000
10424	-11333050841577347961245647679520768.000000	2834680333950336458902966120742912.000000	-8498370507627011502342681558777856.000000
10425	-11333043602164981717403446097739776.000000	2834676714244577612095560649539584.000000	-8498366887920404105307885448200192.000000
10426	-11333036360595812933091086886240256.000000	2834673093460416918592324060053504.000000	-8498363267135395438038010522763264.000000
10427	-11333029116873240420904151029907456.000000	2834669471599555514073303754997760.000000	-8498359645273684906830847274909696.000000
10428	-11333021871000667605124237941014528.000000	2834665848663692804836290226814976.000000	-8498356022336974223827195410776064.000000
10429	-11333014622981493298346928604446720.000000	2834662224654528773639826271371264.000000	-8498352398326965101167854636498944.000000
10430	-11333007372819116313167804005089280.000000	2834658599573764556163959291379712.000000	-8498348773245352333464597017133056.000000
10431	-11333000120516942379711472768909312.000000	2834654973423101288088736689553408.000000	-8498345147093841091622736079355904.000000
10432	-11332992866078370310573515880792064.000000	2834651346204239528633453565181952.000000	-8498341519874130781940062315610112.000000
10433	-11332985609506812753407569607786496.000000	2834647717918883872242671141519360.000000	-8498337891587928881164898466267136.000000
10434	-11332978350805663909123196507389952.000000	2834644088568736031057189124702208.000000	-8498334262236927878066007382687744.000000
10435	-11332971089978338731217042060345344.000000	2834640458155498870139311827714048.000000	-8498330631822839861077730232631296.000000
10436	-11332963827028249867342742533701632.000000	2834636826680875831012095866961920.000000	-8498327000347373459869894363316224.000000
10437	-11332956561958786906723842057568256.000000	2834633194146572084580854769123328.000000	-8498323367812215398603739591868416.000000
10438	-11332949294773376332072032181157888.000000	2834629560554291072368645150605312.000000	-8498319734219085836164139333976064.000000
10439	-11332942025475421567668912316743680.000000	2834625925905737965280780538085376.000000	-8498316099569684178848884082081792.000000
10440	-11332934754068332955325109517680640.000000	2834622290202619663604831368511488.000000	-8498312463865713291720278149169152.000000
10441	-11332927480555525448537269264711680.000000	2834618653446641338246111168561152.000000	-8498308827108884110291158096150528.000000
10442	-11332920204940409389116018611191808.000000	2834615015639510465952942678605824.000000	-8498305189300898346702323629162496.000000
10443	-11332912927226404342244021465251840.000000	2834611376782931641169887121899520.000000	-8498301550443472701074134343352320.000000
10444	-11332905647416913732202877239164928.000000	2834607736878614070027524149084160.000000	-8498297910538299662175353090080768.000000
10445	-11332898365515370959233305123225600.000000	2834604095928266382195681107378176.000000	-8498294269587105153498376319270912.000000
10446	-11332891081525174835930886102319104.000000	2834600453933596054422680737153024.000000	-8498290627591578205047453061742592.000000
10447	-11332883795449756456693330153046016.000000	2834596810896312292839102689050624.000000	-8498286984553443587393475160571904.000000
10448	-11332876507292526163331264328761344.000000	2834593166818124303575526613712896.000000	-8498283340474401859755737715048448.000000
10449	-11332869217056905826870361751289856.000000	2834589521700741869223284465205248.000000	-8498279695356163957647077286084608.000000
10450	-11332861924746317318336295542456320.000000	2834585875545875348834460501016576.000000	-8498276049200441969501835041439744.000000
10451	-11332854630364187120440757251473408.000000	2834582228355234525000386675212288.000000	-8498272402008952595440370576261120.000000
10452	-11332847333913930186680392359084032.000000	2834578580130532639076908762398720.000000	-8498268753783397547603483596685312.000000
10453	-11332840035398972999766892414500864.000000	2834574930873480626576863323488256.000000	-8498265104525492373190029091012608.000000
10454	-11332832734822735124882921325854720.000000	2834571280585790575934591526240256.000000	-8498261454236944548948329799614464.000000
10455	-11332825432188649962269198283440128.000000	2834567629269174575584434538414080.000000	-8498257802919475386684763745026048.000000
10456	-11332818127500141688794405622775808.000000	2834563976925347019803742741463040.000000	-8498254150574794668990662881312768.000000
10457	-11332810820760632175484216465686528.000000	2834560323556019420566104999723008.000000	-8498250497204613331378863769387008.000000
10458	-11332803511973552516736340788772864.000000	2834556669162907901531128604917760.000000	-8498246842810644615205212183855104.000000
10459	-11332796201142333806948488568635392.000000	2834553013747726280515411635077120.000000	-8498243187394607526433076933558272.000000
10460	-11332788888270402528832351354486784.000000	2834549357312189528257056775077888.000000	-8498239530958213000575294579408896.000000
10461	-11332781573361194388471657550315520.000000	2834545699858012039033414406373376.000000	-8498235873503182349438243143942144.000000
10462	-11332774256418135868578098705334272.000000	2834542041386911089425596427534336.000000	-8498232215031225355613254581223424.000000
10463	-11332766937444658063549384796143616.000000	2834538381900601650171705523437568.000000	-8498228555544056413377679272706048.000000
10464	-11332759616444205902841281081507840.000000	2834534721400801574313605896077312.000000	-8498224895043404904988427488854016.000000
10465	-11332752293420201257479460683251712.000000	2834531059889228714893161747447808.000000	-8498221233530972542586298935803904.000000
10466	-11332744968376089056919688860139520.000000	2834527397367599195569980369272832.000000	-8498217571008489861349708490866688.000000
10467	-11332737641315293478030647947689984.000000	2834523733837632022307430570393600.000000	-8498213907477660879262465073872896.000000
10468	-11332730312241266367797130845749248.000000	2834520069301046201068881159651328.000000	-8498210242940219590267497382674432.000000
10469	-11332722981157436514773838317223936.000000	2834516403759560161356948642463744.000000	-8498206577397875776956137371336704.000000
10470	-11332715648067241930887507979796480.000000	2834512737214892332674249524248576.000000	-8498202910852349598213258455547904.000000
10471	-11332708312974127545593905092231168.000000	2834509069668764026827161827540992.000000	-8498199243305363518766743264690176.000000
10472	-11332700975881538288348794913292288.000000	2834505401122895402700558968029184.000000	-8498195574758642309187483641839616.000000
10473	-11332693636792900641863868992192512.000000	2834501731579007772100818968248320.000000	-8498191905213892293302297720520704.000000
10474	-11332686295711673370652947869859840.000000	2834498061038823599755824457580544.000000	-8498188234672849770897123412279296.000000
10475	-11332678952641289874956750736588800.000000	2834494389504061891628944244867072.000000	-8498184563137227983327806491721728.000000
10476	-11332671607585197390074052064837632.000000	2834490716976445112448060959490048.000000	-8498180890608751701165238801924096.000000
10477	-11332664260546843151303626327064576.000000	2834487043457698032784066444525568.000000	-8498177217089145694980312185962496.000000
10478	-11332656911529672088101238782033920.000000	2834483368949542540904091025932288.000000	-8498173542580130123657900059525120.000000
10479	-11332649560537126824079645474816000.000000	2834479693453701101536017333092352.000000	-8498169867083425146082875838300160.000000
10480	-11332642207572666123752666946338816.000000	2834476016971899638172241815928832.000000	-8498166190600767062041177433833472.000000
10481	-11332634852639725693204031600590848.000000	2834472339505861192001399407247360.000000	-8498162513133864501202632193343488.000000
10482	-11332627495741766602790569192194048.000000	2834468661057311110055134253547520.000000	-8498158834684456069196187242070016.000000
10483	-11332620136882233781968044979912704.000000	2834464981627974162904338197905408.000000	-8498155155254259619063706782007296.000000
10484	-11332612776064579077721251863592960.000000	2834461301219577426962912297091072.000000	-8498151474845002227219091869925376.000000
10485	-11332605413292258948721001170468864.000000	2834457619833846825723253001027584.000000	-8498147793458412122997748169441280.000000
10486	-11332598048568716018580048945610752.000000	2834453937472507706217004456214528.000000	-8498144111096208312363044489396224.000000
10487	-11332590681897418275184252584722432.000000	2834450254137288297779572326268928.000000	-8498140427760130553865432561876992.000000
10488	-11332583313281810647989377346568192.000000	2834446569829915676824857667960832.000000	-8498136743451895547625271982030848.000000
10489	-11332575942725349595666234558382080.000000	2834442884552117496227513841483776.000000	-8498133058173232675899473020321792.000000
10490	-11332568570231493882728644761092096.000000	2834439198305621985322946510454784.000000	-8498129371925871320944945947213824.000000
10491	-11332561195803702273690428495626240.000000	2834435511092158526368065945337856.000000	-8498125684711543170861610246864896.000000
10492	-11332553819445438144751424730300416.000000	2834431822913454195776773202903040.000000	-8498121996531984525435403830820864.000000
10493	-11332546441160148731210407937572864.000000	2834428133771242411031244677578752.000000	-8498118307388906320179163259994112.000000
10494	-11332539060951302020953235513147392.000000	2834424443667251401466886032982016.000000	-8498114617284050619486349480165376.000000
10495	-11332531678822361390179746425339904.000000	2834420752603211125801359843000320.000000	-8498110926219150264378386582339584.000000
10496	-11332524294776780991717742787690496.000000	2834417060580852695673833288368128.000000	-8498107234195928872504661802745856.000000
10497	-11332516908818028813453081995902976.000000	2834413367601908375644978156666880.000000	-8498103541216120437808103839236096.000000
10498	-11332509520949568231585603018293248.000000	2834409673668109853814713932054528.000000	-8498099847281457801310136782815232.000000
10499	-11332502131174858010629126395789312.000000	2834405978781188241822207795265536.000000	-8498096152393669192346166297100288.000000
10500	-11332494739497375361841546378870784.000000	2834402282942877533610388444151808.000000	-8498092456554497828231157934718976.000000
10501	-11332487345920574438050665081077760.000000	2834398586154909417279175362871296.000000	-8498088759765665020771489718206464.000000
10502	-11332479950447923227142339898114048.000000	2834394888419017886771497249275904.000000	-8498085062028905916831594952261632.000000
10503	-11332472553082898940374465080459264.000000	2834391189736936359569530497794048.000000	-8498081363345962580804934582665216.000000
10504	-11332465153828964953946879596429312.000000	2834387490110400558998460716548096.000000	-8498077663718564394948418879881216.000000
10505	-11332457752689584644059422414340096.000000	2834383789541144479001216603389952.000000	-8498073963148440741518958114373632.000000
10506	-11332450349668239833656006212059136.000000	2834380088030903842902983766441984.000000	-8498070261637335990753022445617152.000000
10507	-11332442944768389287250451530514432.000000	2834376385581412644646690903556096.000000	-8498066559186976066143008323534848.000000
10508	-11332435537993519439472689474961408.000000	2834372682194408336939780533125120.000000	-8498062855799111102532908941836288.000000
10509	-11332428129347091360679549800022016.000000	2834368977871627219568190566694912.000000	-8498059151475463564650606929903616.000000
10510	-11332420718832579956285917542481920.000000	2834365272614806745239363522658304.000000	-8498055446217773211046554019823616.000000
10511	-11332413306453464743392696166514688.000000	2834361566425682637278485009137664.000000	-8498051740027782106114211157377024.000000
10512	-11332405892213222933257779922599936.000000	2834357859305993501314502151372800.000000	-8498048032907228855482525467803648.000000
10513	-11332398476115322513767026206441472.000000	2834354151257477366515609771180032.000000	-8498044324857845147251416435261440.000000
10514	-11332391058163245307864347695906816.000000	2834350442281872838510754993799168.000000	-8498040615881371892892840398684160.000000
10515	-11332383638360470832650647855169536.000000	2834346732380917370007380337623040.000000	-8498036905979553462643267517546496.000000
10516	-11332376216710471687697802507321344.000000	2834343021556352448938194445008896.000000	-8498033195154119238759608062312448.000000
10517	-11332368793216732001792733543923712.000000	2834339309809916680932144441196544.000000	-8498029483406814744399836799303680.000000
10518	-11332361367882733597879353642844160.000000	2834335597143350977461186665119744.000000	-8498025770739383196878919281147904.000000
10519	-11332353940711951381372547840868352.000000	2834331883558395673536525152288768.000000	-8498022057153555131375270385156096.000000
10520	-11332346511707874092745256456945664.000000	2834328169056790527708611634790400.000000	-8498018342651082988575892518731776.000000
10521	-11332339080873981249098382955249664.000000	2834324453640278180831659361828864.000000	-8498014627233703068266723593420800.000000
10522	-11332331648213754673375840013647872.000000	2834320737310600120838376975761408.000000	-8498010910903153976076710734462976.000000
10523	-11332324213730680800207558737395712.000000	2834317020069497835661473118945280.000000	-8498007193661183541006837921873920.000000
10524	-11332316777428246064223470231748608.000000	2834313301918714542615913344008192.000000	-8498003475509531521607556887740416.000000
10525	-11332309339309932288367487174574080.000000	2834309582859993459016663203577856.000000	-8497999756449938829350823970996224.000000
10526	-11332301899379230518955559098515456.000000	2834305862895077225717935946858496.000000	-8497996036484153293237623151656960.000000
10527	-11332294457639627190617617108828160.000000	2834302142025710212956201733324800.000000	-8497992315613916977661415375503360.000000
10528	-11332287014094608737983592310767616.000000	2834298420253636790967930722451456.000000	-8497988593840971947015661588316160.000000
10529	-11332279568747670819055452664365056.000000	2834294697580601329989593073713152.000000	-8497984871167069489065859590651904.000000
10530	-11332272121602295256777110847488000.000000	2834290974008348776718411250008064.000000	-8497981147593947056519451900903424.000000
10531	-11332264672661975403307525606473728.000000	2834287249538624077851607714234368.000000	-8497977423123351325455917892239360.000000
10532	-11332257221930209222491674115047424.000000	2834283524173173909468661839560704.000000	-8497973697757034736562259972063232.000000
10533	-11332249769410473925587450623688704.000000	2834279797913744947649052999155712.000000	-8497969971496728977938397624532992.000000
10534	-11332242315106276699811869160898560.000000	2834276070762081562629251352494080.000000	-8497966244344195713643370111827968.000000
10535	-11332234859021110897323888473014272.000000	2834272342719931583410240879591424.000000	-8497962516301179313913647593422848.000000
10536	-11332227401158460646910430451597312.000000	2834268613789043991914510167310336.000000	-8497958787369417231456672587710464.000000
10537	-11332219941521830829945499911454720.000000	2834264883971164311300033981972480.000000	-8497955057550666518645465929482240.000000
10538	-11332212480114714798588055598923776.000000	2834261153268042676410805517287424.000000	-8497951326846672698638002385059840.000000
10539	-11332205016940612822526083901423616.000000	2834257421681426916247808753270784.000000	-8497947595259185906278275148152832.000000
10540	-11332197552003015948075534351597568.000000	2834253689213066012733532276785152.000000	-8497943862789949358881249771388928.000000
10541	-11332190085305429056610411764252672.000000	2834249955864707794868960067846144.000000	-8497940129440721261741451696406528.000000
10542	-11332182616851350111975693313114112.000000	2834246221638104126880342230433792.000000	-8497936395213245985095351082680320.000000
10543	-11332175146644277078016356171907072.000000	2834242486535003990690167351410688.000000	-8497932660109272510865436517072896.000000
10544	-11332167674687712530263395941744640.000000	2834238750557158097603180927909888.000000	-8497928924130554432660215013834752.000000
10545	-11332160200985154432561789796352000.000000	2834235013706316006002623850217472.000000	-8497925187278838426559165946134528.000000
10546	-11332152725540112277971560977924096.000000	2834231275984231309497003132583936.000000	-8497921449555880392013805541916672.000000
10547	-11332145248356084030337686660186112.000000	2834227537392655295851816575565824.000000	-8497917710963429310946622388043776.000000
10548	-11332137769436579182720190085332992.000000	2834223797933337523450305069449216.000000	-8497913971503241082809132712460288.000000
10549	-11332130288785093393121039213395968.000000	2834220057608033891743984842178560.000000	-8497910231177058924916302067793920.000000
10550	-11332122806405140766286275713957888.000000	2834216316418494535576849087463424.000000	-8497906489986646807170178929917952.000000
10551	-11332115322300223877746895188131840.000000	2834212574366474777939661729824768.000000	-8497902747933749099807233458307072.000000
10552	-11332107836473849914719911664418816.000000	2834208831453725906597920569819136.000000	-8497899005020124008121991094599680.000000
10553	-11332100348929530676108357598707712.000000	2834205087682002668081637228544000.000000	-8497895261247527431565968066740224.000000
10554	-11332092859670768737443228592111616.000000	2834201343053059808920823327096832.000000	-8497891516617708352061652961591296.000000
10555	-11332085368701075897627557100519424.000000	2834197597568652075645490486575104.000000	-8497887771132423821982066613944320.000000
10556	-11332077876023966261407384793513984.000000	2834193851230533061864145721229312.000000	-8497884024793433199543239072284672.000000
10557	-11332070381642944710156716485902336.000000	2834190104040460396410562169274368.000000	-8497880277602484313746154316627968.000000
10558	-11332062885561525348621593847267328.000000	2834186356000188825814751451807744.000000	-8497876529561336522806842395459584.000000
10559	-11332055387783222281548058547191808.000000	2834182607111474825988982100197376.000000	-8497872780671746879098324143570944.000000
10560	-11332047888311542696153124614176768.000000	2834178857376074296384770342387712.000000	-8497869030935467823307601968365568.000000
10561	-11332040387150007614711861358886912.000000	2834175106795743712914384709746688.000000	-8497865280354263325336724345716736.000000
10562	-11332032884302124224441282809823232.000000	2834171355372242433793855250759680.000000	-8497861528929881214186675255640064.000000
10563	-11332025379771418159302476705038336.000000	2834167603107325782013945889947648.000000	-8497857776664092377288530815090688.000000
10564	-11332017873561398912355466286727168.000000	2834163850002754268712191282642944.000000	-8497854023558644643643275004084224.000000
10565	-11332010365675580588346293224472576.000000	2834160096060284369800859960213504.000000	-8497850269615296218545433264259072.000000
10566	-11332002856117481903707017615245312.000000	2834156341281675443495981971144704.000000	-8497846514835806460211035644100608.000000
10567	-11331995344890626186555717983404032.000000	2834152585668686271552835060498432.000000	-8497842759221939338542130619482112.000000
10568	-11331987831998527541638435998531584.000000	2834148829223076788648201580183552.000000	-8497839002775450752990234418348032.000000
10569	-11331980317444709297073250184986624.000000	2834145071946606929458863882108928.000000	-8497835245498102367614386302877696.000000
10570	-11331972801232690169292220639739904.000000	2834141313841036628661604318183424.000000	-8497831487391653540630616321556480.000000
10571	-11331965283365991180570416673456128.000000	2834137554908125820933205240315904.000000	-8497827728457865936097963736563712.000000
10572	-11331957763848131047339898383106048.000000	2834133795149636170332705910685696.000000	-8497823968698495453467944775843840.000000
10573	-11331950242682637709404762720436224.000000	2834130034567329917379897894895616.000000	-8497820208115307215564112522117120.000000
10574	-11331942719873032189040078996111360.000000	2834126273162966996751563544854528.000000	-8497816446710065192288515451256832.000000
10575	-11331935195422842426049944161878016.000000	2834122510938310225428246729588736.000000	-8497812684484532200621697432289280.000000
10576	-11331927669335584831023409101012992.000000	2834118747895122996851243621548032.000000	-8497808921440461834172165479464960.000000
10577	-11331920141614791955450589192650752.000000	2834114984035165822158088876064768.000000	-8497805157579626133292500316585984.000000
10578	-11331912612263989433292572174843904.000000	2834111219360203247711583272435712.000000	-8497801392903785609120236598984704.000000
10579	-11331905081286695980981418144563200.000000	2834107453871999243413775286534144.000000	-8497797627414697314028395161452544.000000
10580	-11331897548686453373379279335718912.000000	2834103687572316049784456483962880.000000	-8497793861114136747134070548332544.000000
10581	-11331890014466775715232197417893888.000000	2834099920462918789647179947442176.000000	-8497790094003856349124265167028224.000000
10582	-11331882478631202475559315411304448.000000	2834096152545571432903994152845312.000000	-8497786326085631619116073561882624.000000
10583	-11331874941183256982478711840309248.000000	2834092383822039678839204486316032.000000	-8497782557361217303639507353993216.000000
10584	-11331867402126476399166520511430656.000000	2834088614294088073815611727151104.000000	-8497778787832388901811661087703040.000000
10585	-11331859861464381747897810735333376.000000	2834084843963483470039025868341248.000000	-8497775017500898854319537170415616.000000
10586	-11331852319200517109377743959621632.000000	2834081072831990413872247689183232.000000	-8497771246368527271966248573861888.000000
10587	-11331844775338403505881389494960128.000000	2834077300901375181060334879244288.000000	-8497767474437028901281806919139328.000000
10588	-11331837229881580406427890361565184.000000	2834073528173404623809097431515136.000000	-8497763701708175782618792930050048.000000
10589	-11331829682833582668350371152265216.000000	2834069754649846170785097642409984.000000	-8497759928183736497565273509855232.000000
10590	-11331822134197945148981956459888640.000000	2834065980332466674194145504919552.000000	-8497756153865478474787810954969088.000000
10591	-11331814583978195788126743236182016.000000	2834062205223033562702803315458048.000000	-8497752378755162225423939920723968.000000
10592	-11331807032177880972332902142443520.000000	2834058429323315994359890280710144.000000	-8497748602854565554433764165156864.000000
10593	-11331799478800524029718511703031808.000000	2834054652635080821371216393666560.000000	-8497744826165443208347295309365248.000000
10594	-11331791923849680570203779434020864.000000	2834050875160097778246353164435456.000000	-8497741048689583368418178573008896.000000
10595	-11331784367328871616063774646075392.000000	2834047096900134870112615192854528.000000	-8497737270428737322411911756644352.000000
10596	-11331776809241645859689677214187520.000000	2834043317856962407940326292455424.000000	-8497733491384684028210103225155584.000000
10597	-11331769249591533546728593303797760.000000	2834039538032350702699810276769792.000000	-8497729711559182844028783027027968.000000
10598	-11331761688382081063728693576204288.000000	2834035757428068335979134049058816.000000	-8497725930954012727749559527145472.000000
10599	-11331754125616837103081157906399232.000000	2834031976045886195209373726277632.000000	-8497722149570950331411031876698112.000000
10600	-11331746561299331910433092459823104.000000	2834028193887574014900100818534400.000000	-8497718367411758471993743944712192.000000
10601	-11331738995433111872332667897774080.000000	2834024410954904988325400656478208.000000	-8497714584478206884007267241295872.000000
10602	-11331731428021711846113008813080576.000000	2834020627249648849994844750217216.000000	-8497710800772062996118164062863360.000000
10603	-11331723859068687441694322721816576.000000	2834016842773578793182518430400512.000000	-8497707016295108072051051987992576.000000
10604	-11331716288577575822252743430504448.000000	2834013057528465128858745510559744.000000	-8497703231049110693393997919944704.000000
10605	-11331708716551925680179450814136320.000000	2834009271516081626758363624767488.000000	-8497699445035844053421087189368832.000000
10606	-11331701142995274178650578679234560.000000	2834005484738199174312448889978880.000000	-8497695658257075580798882092679168.000000
10607	-11331693567911179233429343755567104.000000	2834001697196592694177343547113472.000000	-8497691870714586539252000208453632.000000
10608	-11331685991303178007691879849656320.000000	2833997908893034803166380623396864.000000	-8497688082410143204525499226259456.000000
10609	-11331678413174821499672376050188288.000000	2833994119829299271014397752901632.000000	-8497684293345522228657978297286656.000000
10610	-11331670833529660707605021445849088.000000	2833990330007161020377737176547328.000000	-8497680503522500263688036572725248.000000
10611	-11331663252371235100508959056855040.000000	2833986539428393244530484224983040.000000	-8497676712942842432439227135295488.000000
10612	-11331655669703109511676433254055936.000000	2833982748094770866128981139128320.000000	-8497672921608339222008204418351104.000000
10613	-11331648085528818798440568630280192.000000	2833978956008068807829570159902720.000000	-8497669129520749990610998470377472.000000
10614	-11331640499851918570721572701601792.000000	2833975163170063721670850438496256.000000	-8497665336681854849050722263105536.000000
10615	-11331632912675966744282662197788672.000000	2833971369582528800926907305558016.000000	-8497661543093438519816507195654144.000000
10616	-11331625324004507399828998566445056.000000	2833967575247241850557844519124992.000000	-8497657748757264972810401743896576.000000
10617	-11331617733841093841437780109950976.000000	2833963780165978369680756623540224.000000	-8497653953675115471757023486410752.000000
10618	-11331610142189281679029214344380416.000000	2833959984340516163255747376840704.000000	-8497650157848765515773466967539712.000000
10619	-11331602549052624216680499572113408.000000	2833956187772631306860663626792960.000000	-8497646361279992909819835945320448.000000
10620	-11331594954434674758468834095529984.000000	2833952390464102181916361434857472.000000	-8497642563970573153013224964096000.000000
10621	-11331587358338993526000443858092032.000000	2833948592416703711079183041953792.000000	-8497638765922289814921260816138240.000000
10622	-11331579760769131517509517948485632.000000	2833944793632216005152241419812864.000000	-8497634967136916088818028832096256.000000
